Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Pereira, A.G., Schrago, C.G.","Arrival and diversification of mabuyine skinks (squamata: Scincidae) in the neotropics based on a fossil-calibrated timetree",2017,"PeerJ",2017,4, e3194,,,,,10.7717/peerj.3194,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017656517&partnerID=40&md5=172b9aabdf4c7ef1dbe19a7b53fb957c",Article,Scopus,2-s2.0-85017656517
"Potts, A.J.","Catchments catch all in South African coastal lowlands: Topography and palaeoclimate restricted gene flow in Nymania capensis (Meliaceae)- a multilocus phylogeographic and distribution modelling approach",2017,"PeerJ",2017,1, e2965,,,,,10.7717/peerj.2965,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013215600&partnerID=40&md5=dca800ec501ee712e14846be32e2be36",Article,Scopus,2-s2.0-85013215600
"Osaki, Y., Kodama, Y.","Particle bombardment and subcellular protein localization analysis in the aquatic plant Egeria densa",2017,"PeerJ",2017,9, 3779,,,,,10.7717/peerj.3779,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029046625&partnerID=40&md5=129d0fbebcaeadf777b56ec7dbe9c4b8",Article,Scopus,2-s2.0-85029046625
"van Dijk, A.D.J., Molenaar, J.","Floral pathway integrator gene expression mediates gradual transmission of environmental and endogenous cues to flowering time",2017,"PeerJ",2017,4, e3197,,,,,10.7717/peerj.3197,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017588949&partnerID=40&md5=71b3af41bae965821af9525efdb60199",Article,Scopus,2-s2.0-85017588949
"Prasad, A., Kumar, A., Matsuoka, R., Takahashi, A., Fujii, R., Sugiura, Y., Kikuchi, H., Aoyagi, S., Aikawa, T., Kondo, T., Yuasa, M., Pospíšil, P., Kasai, S.","Real-time monitoring of superoxide anion radical generation in response to wounding: Electrochemical study",2017,"PeerJ",2017,7, e3050,,,,,10.7717/peerj.3050,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023171606&partnerID=40&md5=252cd3987fb72d2ceaa02e6b2f07d783",Article,Scopus,2-s2.0-85023171606
"Potts, J.C., Burton, M.L.","Preliminary observations on the age and growth of dog snapper (Lutjanus jocu) and mahogany snapper (Lutjanus mahogoni) from the Southeastern U.S.",2017,"PeerJ",2017,4, e3167,,,,,10.7717/peerj.3167,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017613284&partnerID=40&md5=5d5c52840bca62783364e738e4f8c3a7",Article,Scopus,2-s2.0-85017613284
"ZoBell, V.M., Furnas, B.J.","Impacts of land use and invasive species on native avifauna of Mo'orea, French Polynesia",2017,"PeerJ",2017,9, 3761,,,,,10.7717/peerj.3761,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029512233&partnerID=40&md5=4233f9f76294629d5f2c553e813614da",Article,Scopus,2-s2.0-85029512233
"Dambrun, M.","Self-centeredness and selflessness: Happiness correlates and mediating psychological processes",2017,"PeerJ",2017,5, e3306,,,,,10.7717/peerj.3306,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018934515&partnerID=40&md5=d33a729bd43ce1739fd635f535faf40a",Article,Scopus,2-s2.0-85018934515
"Jasinoski, S.C., Abdala, F.","Aggregations and parental care in the Early Triassic basal cynodonts Galesaurus planiceps and Thrinaxodon liorhinus",2017,"PeerJ",2017,1, e2875,,,,,10.7717/peerj.2875,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013200596&partnerID=40&md5=ad89108ddf646e6b39929fc4297b1d46",Article,Scopus,2-s2.0-85013200596
"Valle, E., Raspa, F., Giribaldi, M., Barbero, R., Bergagna, S., Antoniazzi, S., McLean, A.K., Minero, M., Cavallarin, L.","A functional approach to the body condition assessment of lactating donkeys as a tool for welfare evaluation",2017,"PeerJ",2017,3, e3001,,,,,10.7717/peerj.3001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016260186&partnerID=40&md5=df9dcfe99e26c91253ac181fef59b0c7",Article,Scopus,2-s2.0-85016260186
"McCuaig, B., Liboiron, F., Dufour, S.C.","The bivalve Thyasira cf. gouldi hosts chemoautotrophic symbiont populations with strain level diversity",2017,"PeerJ",2017,7, 3597,,,,,10.7717/peerj.3597,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026196497&partnerID=40&md5=63a41e189cb557e8c3b44727baf67db5",Article,Scopus,2-s2.0-85026196497
"Fernández-Montraveta, C., Marugán-Lobón, J.","Geometric morphometrics reveals sex-differential shape allometry in a spider",2017,"PeerJ",2017,7, 3617,,,,,10.7717/peerj.3617,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026200056&partnerID=40&md5=fd3ec9a671497a5bd7b6a38cc2864feb",Article,Scopus,2-s2.0-85026200056
"Zararsiz, G., Goksuluk, D., Klaus, B., Korkmaz, S., Eldem, V., Karabulut, E., Ozturk, A.","voomDDA: Discovery of diagnostic biomarkers and classification of RNA-seq data",2017,"PeerJ",2017,10, e3890,,,,,10.7717/peerj.3890,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030664036&partnerID=40&md5=b0909a00609fbfcfb82d67635fab3458",Article,Scopus,2-s2.0-85030664036
"Dodson, B.L., Rasgon, J.L.","Vector competence of Anopheles and Culex mosquitoes for Zika virus",2017,"PeerJ",2017,3, e3096,,,,,10.7717/peerj.3096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015147772&partnerID=40&md5=c54abef99ec23c0e6cb5418749a723eb",Article,Scopus,2-s2.0-85015147772
"Gardiner, M., Vicaretti, M., Sparks, J., Bansal, S., Bush, S., Liu, M., Darling, A., Harry, E., Burke, C.M.","A longitudinal study of the diabetic skin and wound microbiome",2017,"PeerJ",2017,7, e3543,3543,,,,10.7717/peerj.3543,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025095820&partnerID=40&md5=3a0026134130a4e574b0021e0d5d3175",Article,Scopus,2-s2.0-85025095820
"Gil-Solsona, R., Nácher-Mestre, J., Lacalle-Bergeron, L., Sancho, J.V., Calduch-Giner, J.A., Hernández, F., Pérez-Sánchez, J.","Untargeted metabolomics approach for unraveling robust biomarkers of nutritional status in fasted gilthead sea bream (Sparus aurata)",2017,"PeerJ",2017,2, e2920,,,,1,10.7717/peerj.2920,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013151321&partnerID=40&md5=c56fe4d5feebf08163f23fc11f3a4c88",Article,Scopus,2-s2.0-85013151321
"Santos, L., Alves, A., Alves, R.","Evaluating multi-locus phylogenies for species boundaries determination in the genus Diaporthe",2017,"PeerJ",2017,3, e3120,,,,1,10.7717/peerj.3120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016310744&partnerID=40&md5=ef96bcfdc4910c2bb7544c8bf99f50e8",Article,Scopus,2-s2.0-85016310744
"Araújo, R., Fernandez, V., Polcyn, M.J., Fröbisch, J., Martins, R.M.","Aspects of gorgonopsian paleobiology and evolution: Insights from the basicranium, occiput, osseous labyrinth, vasculature, and neuroanatomy",2017,"PeerJ",2017,4, 3119,,,,,10.7717/peerj.3119,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017378215&partnerID=40&md5=59557c3931b4e7308c6a1ff46c6651af",Article,Scopus,2-s2.0-85017378215
"Dang, Y., Waxman, S., Wang, C., Jensen, A., Loewen, R.T., Bilonick, R.A., Loewen, N.A.","Freeze-thaw decellularization of the trabecular meshwork in an ex vivo eye perfusion model",2017,"PeerJ",2017,8, 3629,,,,1,10.7717/peerj.3629,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019064190&partnerID=40&md5=b8c78bcfc08109b9ea1c43aa2a9d7326",Article,Scopus,2-s2.0-85019064190
"Mithoo-Singh, P.K., Keng, F.S., Phang, S.-M., Elvidge, E.C.L., Sturges, W.T., Malin, G., Rahman, N.A.","Halocarbon emissions by selected tropical seaweeds: Species-specific and compoundspecific responses under changing pH",2017,"PeerJ",2017,1, e2918,,,,1,10.7717/peerj.2918,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013158336&partnerID=40&md5=620d1c72776fe4fe2c92e2ff782959de",Article,Scopus,2-s2.0-85013158336
"Kong, W.Q., Yang, J.H.","The complete chloroplast genome sequence of Morus cathayana and Morus multicaulis, and comparative analysis within genus Morus L",2017,"PeerJ",2017,3, 3037,,,,1,10.7717/peerj.3037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014618502&partnerID=40&md5=af450961a1ab6787aa9ccc202e4101bd",Article,Scopus,2-s2.0-85014618502
"Ibarra-Cerdeña, C.N., Valiente-Banuet, L., Sánchez-Cordero, V., Stephens, C.R., Ramsey, J.M.","Trypanosoma cruzi reservoir-triatomine vector co-occurrence networks reveal meta-community effects by synanthropic mammals on geographic dispersal",2017,"PeerJ",2017,4, 3152,,,,1,10.7717/peerj.3152,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017334176&partnerID=40&md5=06d1213822fac4c2a2cb75eaf5e6637b",Article,Scopus,2-s2.0-85017334176
"Ramírez-Vélez, R., Cruz-Salazar, S.M., Martínez, M., Cadore, E.L., Alonso-Martinez, A.M., Correa-Bautista, J.E., Izquierdo, M., Ortega, F.B., García-Hermoso, A.","Construct validity and test-retest reliability of the International Fitness Scale (IFIS) in Colombian children and adolescents aged 9-17.9 years: The FUPRECOL study",2017,"PeerJ",2017,5, 3351,,,,,10.7717/peerj.3351,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019892710&partnerID=40&md5=f1562b17a17d4e8b02109eadef12d01f",Article,Scopus,2-s2.0-85019892710
"Sevillano-Ríos, C.S., Rodewald, A.D.","Avian community structure and habitat use of Polylepis forests along an elevation gradient",2017,"PeerJ",2017,4, e3220,,,,,10.7717/peerj.3220,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018177569&partnerID=40&md5=1fc41477c61e1e4c8cf13c22e5e09319",Article,Scopus,2-s2.0-85018177569
"Zhu, Y., Li, S., Wang, Q., Chen, L., Wu, K., Huang, Y., Chen, X., Lin, Y.","Quantitative and correlation analysis of the DNA methylation and expression of DAPK in breast cancer",2017,"PeerJ",2017,3, e3084,,,,,10.7717/peerj.3084,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015211821&partnerID=40&md5=79d9c44f9b70ebb0f4d6de25887d33ad",Article,Scopus,2-s2.0-85015211821
"Van, A.L., Quaiser, A., Duhamel, M., Michon-Coudouel, S., Dufresne, A., Vandenkoornhuyse, P.","Ecophylogeny of the endospheric root fungal microbiome of co-occurring Agrostis stolonifera",2017,"PeerJ",2017,6, e3454,,,,,10.7717/peerj.3454,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020248508&partnerID=40&md5=f97ed6b11a47be6fd3e2e53efc58c0fb",Article,Scopus,2-s2.0-85020248508
"Sheppard, C.L., Kapatai, G., Broughton, K., Schaefer, U., Hannah, M., Litt, D.J., Fry, N.K.","Clinical streptococcal isolates, distinct from Streptococcus pneumoniae, but containing the β-glucosyltransferase tts gene and expressing serotype 37 capsular polysaccharide",2017,"PeerJ",2017,7, 3571,,,,,10.7717/peerj.3571,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024365403&partnerID=40&md5=f0ae8d8bb013fb7118c3ce3131f33fff",Article,Scopus,2-s2.0-85024365403
"Maréchal, L., Levy, X., Meints, K., Majolo, B.","Experience-based human perception of facial expressions in Barbary macaques (Macaca sylvanus)",2017,"PeerJ",2017,6, 3413,,,,,10.7717/peerj.3413,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020210280&partnerID=40&md5=ef6775c168fd06fdf794ba05e94db83d",Article,Scopus,2-s2.0-85020210280
"Zhang, R., Han, D., Ma, S., Luo, G., Ji, Q., Xue, S., Yang, M., Li, J.","Plantar pressure distribution of ostrich during locomotion on loose sand and solid ground",2017,"PeerJ",2017,7, 3613,,,,,10.7717/peerj.3613,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025620876&partnerID=40&md5=d7a0c0b39a289e3d603fe60586d6fd16",Article,Scopus,2-s2.0-85025620876
"Li, D., Sun, K., Zhao, Y., Lin, A., Li, S., Jiang, Y., Feng, J.","Polymorphism in the major histocompatibility complex (MHC class II B) genes of the Rufous-backed Bunting (Emberiza jankowskii)",2017,"PeerJ",2017,1, e2917,,,,,10.7717/peerj.2917,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011269340&partnerID=40&md5=1b90d27ab7b533b8f5602bfeb54ac2c9",Article,Scopus,2-s2.0-85011269340
"Charest-Morin, X., Bachelard, H., Jean, M., Marceau, F.","Species-specific pharmacology of maximakinin, an amphibian homologue of bradykinin: Putative prodrug activity at the human B<inf>2</inf> receptor and peptidase resistance in rats",2017,"PeerJ",2017,1, e2911,,,,,10.7717/peerj.2911,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011303887&partnerID=40&md5=c270823c237efa508766930a0252f5bb",Article,Scopus,2-s2.0-85011303887
"Morón, F., Delumpa, A., Chetta, J., Guffey, D., Dunaway, D.","Single phase computed tomography is equivalent to dual phase method for localizing hyperfunctioning parathyroid glands in patients with primarym: A retrospective review",2017,"PeerJ",2017,8, 3586,,,,,10.7717/peerj.3586,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027469968&partnerID=40&md5=0f14022ac9a39989e510fea68d4c5b7a",Review,Scopus,2-s2.0-85027469968
"Gress, E., Andradi-Brown, D.A., Woodall, L., Schofield, P.J., Stanley, K., Rogers, A.D.","Lionfish (Pterois spp.) invade the upper- bathyal zone in the western Atlantic",2017,"PeerJ",2017,8, e3683,,,,,10.7717/peerj.3683,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027579826&partnerID=40&md5=47a3edb457e13a73b3270979f5474759",Article,Scopus,2-s2.0-85027579826
"Lukasch, B., Westerdahl, H., Strandh, M., Winkler, H., Moodley, Y., Knauer, F., Hoi, H.","Genes of the major histocompatibility complex highlight interactions of the innate and adaptive immune system",2017,"PeerJ",2017,8, 3679,,,,,10.7717/peerj.3679,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028456103&partnerID=40&md5=a6c6b30421ec47e7adb255ad2da26304",Article,Scopus,2-s2.0-85028456103
"Lagucki, E., Burdine, J.D., McCluney, K.E.","Urbanization alters communities of flying arthropods in parks and gardens of a medium-sized city",2017,"PeerJ",2017,9, e3620,,,,,10.7717/peerj.3620,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028911985&partnerID=40&md5=7d73d1036d545f00404f64009d576493",Article,Scopus,2-s2.0-85028911985
"Furby, K.A., Smith, J.E., Sandin, S.A.","Porites superfusa mortality and recovery from a bleaching event at Palmyra Atoll, USA",2017,"PeerJ",2017,5, e3204,,,,,10.7717/peerj.3204,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018967014&partnerID=40&md5=11a6bb6230f944c8e4ca37b02f16a824",Article,Scopus,2-s2.0-85018967014
"Costa, R.L., Gadelha, L., Ribeiro-Alves, M., Porto, F.","GeNNet: An integrated platform for unifying scientific workflows and graph databases for transcriptome data analysis",2017,"PeerJ",2017,7, e3509,,,,,10.7717/peerj.3509,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021702310&partnerID=40&md5=a3cfab56c1a01af32b2b80906e132805",Article,Scopus,2-s2.0-85021702310
"Ramirez-Herranz, M., Rios, R.S., Vargas-Rodriguez, R., Novoa-Jerez, J.-E., Squeo, F.A.","The importance of scale-dependent ravine characteristics on breeding-site selection by the Burrowing Parrot, Cyanoliseus patagonus",2017,"PeerJ",2017,4, e3182,,,,,10.7717/peerj.3182,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018640561&partnerID=40&md5=dcf5d681129837cbfa2d6d80bf77a2f8",Article,Scopus,2-s2.0-85018640561
"ten Broek, C.M.A., Bots, J., Bugiani, M., Galis, F., Van Dongen, S.","No relationship between vertebral column shifts and limb fluctuating asymmetry in human foetuses",2017,"PeerJ",2017,6, e3359,,,,,10.7717/peerj.3359,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020473399&partnerID=40&md5=94335eaddd506ebb3c111a9aedf508ca",Article,Scopus,2-s2.0-85020473399
"Hartline, J.T., Smith, A.N., Kabelik, D.","Serotonergic activation during courtship and aggression in the brown anole, Anolis sagrei",2017,"PeerJ",2017,5, e3331,,,,,10.7717/peerj.3331,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019197629&partnerID=40&md5=6df911035329b60a8ed2ebaa23fbada3",Article,Scopus,2-s2.0-85019197629
"Mariani, T.F., Romano, P.S.","Intra-specific variation and allometry of the skull of Late Cretaceous side-necked turtle Bauruemys elegans (Pleurodira, Podocnemididae) and how to deal with morphometric data in fossil vertebrates",2017,"PeerJ",2017,4, 2890,,,,,10.7717/peerj.2890,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017342016&partnerID=40&md5=85f8fc7ffa210de00be3471f7c540ab9",Article,Scopus,2-s2.0-85017342016
"Pimentel, M., Escudero, M., Sahuquillo, E., Minaya, M.Á., Catalán, P.","Are diversification rates and chromosome evolution in the temperate grasses (Pooideae) associated with major environmental changes in the Oligocene-Miocene?",2017,"PeerJ",2017,9, 3815,,,,,10.7717/peerj.3815,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029781674&partnerID=40&md5=87457722f50ef9979544872c71489540",Article,Scopus,2-s2.0-85029781674
"Vad, J., Orejas, C., Moreno-Navas, J., Findlay, H.S., Roberts, J.M.","Assessing the living and dead proportions of cold-water coral colonies: Implications for deep-water Marine Protected Area monitoring in a changing ocean",2017,"PeerJ",2017,10, e3705,,,,,10.7717/peerj.3705,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030667769&partnerID=40&md5=9adca77f2d152f13f7347664b7e5a058",Article,Scopus,2-s2.0-85030667769
"Edgar, R.C.","Accuracy of microbial community diversity estimated by closed- and open-reference OTUs",2017,"PeerJ",2017,10, e3889,,,,,10.7717/peerj.3889,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030324258&partnerID=40&md5=5d9247e576ff160a4611c924e186dd6a",Article,Scopus,2-s2.0-85030324258
"Hall, M.W., Rohwer, R.R., Perrie, J., McMahon, K.D., Beiko, R.G.","Ananke: Temporal clustering reveals ecological dynamics of microbial communities",2017,"PeerJ",2017,9, e3812,,,,,10.7717/peerj.3812,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030096147&partnerID=40&md5=1953c4a226e7c22f8d318a82773ac0e6",Article,Scopus,2-s2.0-85030096147
"Jedlikowski, J., Brambilla, M.","The adaptive value of habitat preferences from a multi-scale spatial perspective: Insights from marsh-nesting avian species",2017,"PeerJ",2017,3, e3164,,,,,10.7717/peerj.3164,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016282720&partnerID=40&md5=88b6427a7743450e16322077536852cb",Article,Scopus,2-s2.0-85016282720
"Reijnen, B.T., van der Meij, S.E.T.","Coat of many colours-DNA reveals polymorphism of mantle patterns and colouration in Caribbean Cyphoma Röding, 1798 (Gastropoda, Ovulidae)",2017,"PeerJ",2017,3, e3018,,,,1,10.7717/peerj.3018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014139134&partnerID=40&md5=fadf8731cb80db2e2e2e1ee9f280d201",Article,Scopus,2-s2.0-85014139134
"Laustsen, A.H., Engmark, M., Clouser, C., Timberlake, S., Vigneault, F., Gutiérrez, J.M., Lomonte, B.","Exploration of immunoglobulin transcriptomes from mice immunized with three-finger toxins and phospholipases A<inf>2</inf> from the Central American coral snake, Micrurus nigrocinctus",2017,"PeerJ",2017,1, e2924,,,,3,10.7717/peerj.2924,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011292099&partnerID=40&md5=f0d376789f0de15fe1eba268f87d3c03",Article,Scopus,2-s2.0-85011292099
"Wang, Z., Dou, M., Du, X., Ma, L., Sun, P., Cao, H., Ye, S., Jiang, P., Liu, F., Lin, F., Zhang, R., Li, C.","Influences of ABO blood group, age and gender on plasma coagulation factor VIII, fibrinogen, von Willebrand factor and ADAMTS13 levels in a Chinese population",2017,"PeerJ",2017,3, e3156,,,,1,10.7717/peerj.3156,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016399046&partnerID=40&md5=b0ea5f1f059c6c3e2d1afb4ddbe532ca",Article,Scopus,2-s2.0-85016399046
